filename,text,word_count,has_medication,medication_mention,has_side_effect,side_effect_mention,has_dosage,side_dosage,cleansed_text
file1424.txt.txt,"I have been taking Ecstapin for 16 years and it has been a life saver for me. I was having horrible panic attacks, general anxiety disorder, and depression. My doctors tried Promican (made me sleepy) and Escalan (same side effets as Promican). I finally found a good psychiatrist who prescribed Ecstapin and Amelorex. This combination has worked for very well for me, with few side effects. I no longer have anxiety issues and am feeling relatively stable in terms of depression.
",81,Yes,"['amelorex', 'ecstapin', 'escalan', 'promican']",No,[],No,[],"I take Ecstapin 16 year life saver . I horrible panic attack , general anxiety disorder , depression . My doctor try Promin ( make sleepy ) escalan ( side effect Promin ) . I finally found good psychiatrist prescribed Ecstapin Amelorex . This combination work well , side effect . I longer anxiety issue feel relatively stable term depression ."
file1934.txt.txt,"I have been on it for years and it has really helped! but doesnt make me feel 'loopy' or doped out.
",21,No,[],No,[],No,[],I year really help ! doesnt make feel 'loopy ' doped .
file126.txt.txt,"Maybe I'm just so depressed nothing will help:(.  I'm barely seeing an improvement.  Have had headaches and tremors.Has anyone else had problems with leg cramping with this?
",27,No,[],Yes,['headache'],No,[],maybe I 'm depressed nothing help : ( . I 'm barely see improvement . Have headache tremors.Has anyone else problem leg cramp ?
file1971.txt.txt,"I am very pleased with the way ecstapin helped me. The only side effect I had was for the first 2-3weeks was yawning.  And if I forget to take it I am nauseated.  But overall I don't know what I would do without it.
",44,Yes,['ecstapin'],Yes,['nausea'],No,[],I pleased way ecstatic help . The side effect I first 2-3weeks yawn . And I forget take I nauseate . But overall I n't know I would without .
file440.txt.txt,"At first, it helped bring me back from the brink, which was good.  My appetite decreased significantly the first week or so and that was good.  However, after several weeks, I have no energy.  I sleep and lay around a lot.  So my doctor is adding Exulactin to see if that will increase my energy.  Also, I hate the sexual side effects of the medicine.  I CANNOT climax at all even though I am always aroused.  Very frustrating!
",78,Yes,['exulactin'],No,[],No,[],"At first , help bring back brink , good . My appetite decrease significantly first week good . However , several week , I energy . I sleep lay around lot . So doctor add Exulactin see increase energy . Also , I hate sexual side effect medicine . I CAN NOT climax even though I always arouse . Very frustrate !"
file1468.txt.txt,"I have avoided nightmares by taking Efexor at night. This also helped with nausea and vertigo in the early stages until enough accumulated in my system. The reverse happened when I was first  weaned off it.So taking it at night was right for me and it also kept me awake during the day so I slept better at night. However the weight gain, high blood pressure and cholesterol have caused me to decide that the side affects could possibly be more dangerous for me than the depression. Anyway I have decided to very gradually get off Efexor, again and hopefully forever, with the help of my doctor.I agree that it is most important to be as knowledgeable as possible before deciding to take it.
",124,No,[],Yes,"['high blood pressure', 'nausea', 'nightmares', 'vertigo', 'weight gain']",No,[],"I avoid nightmare take Effexor night . This also help nausea vertigo early stage enough accumulate system . The reverse happen I first wean it.So take night right also kept awake day I slept well night . However weight gain , high blood pressure cholesterol cause decide side affect could possibly dangerous depression . anyway I decide gradually get Effexor , hopefully forever , help doctor.I agree important knowledgeable possible decide take ."
file1101.txt.txt,"felt ok at first--it took away pain in my back, from an injury--don't know that it helped with depression, though--after a while, i became irritable, stressed out a lot, couldnt get myself out of bed, gained weight and couldnt seem to lose it--no energy--withdrawl from this drug is miserable--sick as a dog, vomitting,sweating, achiness in my whole body--dr. told me its worse than heroin withdrawl--am trying to wean off of it, but still feel sick and crazy--i figured that if a drug has such horrible withdrawl symptoms, that maybe its not very good for my body--good luck to you who are on it--hopefully you wont have to quit taking it ever--
",111,No,[],Yes,"['back pain', 'irritable', 'sweating', 'weight gain']",No,[],"felt ok first -- take away pain back , injury -- n't know help depression , though -- , become irritable , stress lot , couldnt get bed , gain weight couldnt seem lose -- energy -- withdrawn drug miserable -- sick dog , vomit , sweat , achiness whole body -- dr. told bad heroin withdrawn -- try wean , still feel sick crazy -- figure drug horrible withdrawn symptom , maybe good body -- good luck -- hopefully wont quit take ever --"
file1696.txt.txt,"My depression lifted w/i a few weeks.  I feel more optimistic, more accepting of life circumstances that I have no control over, and have an overall lighter mood.
",28,No,[],No,[],No,[],"My depression lift w/i week . I feel optimistic , accept life circumstance I control , overall lighter mood ."
file472.txt.txt,"I have been going through severe depression for years now and have been prescribed just about every anti-depressant out there. Most have no effect on me at all. Abidal, however, made me feel impulsively suicidal (not the usual  maybe everything would be better if I wasn't here  thoughts those of us with severe depression have, but very scary and almost uncontrollable impulses to harm myself were prominent). Abidal also made me more emotional and my already frequent, uncontrollable crying spells only increased and became more severe. This drug must work for some people if it's out there but my personal experience was absolutely awful and I would not recommend Abidal to anyone who does not have the benefit of constant contact and/or is living with supportive people who understand your condition, because if your experience is anything like mine you'll feel too low to even go back to the doctor to get help.
",153,Yes,['abidal'],Yes,['impulsive'],No,[],"I go severe depression year prescribed every anti-depressant . Most effect . abidal , however , make feel impulsively suicidal ( usual maybe everything would well I n't thought u severe depression , scary almost uncontrollable impulse harm prominent ) . abidal also make emotional already frequent , uncontrollable cry spell increase become severe . This drug must work people 's personal experience absolutely awful I would recommend abidal anyone benefit constant contact and/or living supportive people understand condition , experience anything like mine 'll feel low even go back doctor get help ."
file1432.txt.txt,"I have been taking ecstapin xr for five years now and i am at 225mg in the winter then decrease to 150mg for the summer months. i dont have any side effects with it unless i forget to take the medication in the morning and by bedtime i start to feel the withdraw symptoms which can get very severe.
",59,Yes,['ecstapin'],No,[],Yes,"['225mg', '150mg']",I take ecstatic xr five year 225mg winter decrease 150mg summer month . dont side effect unless forget take medication morning bedtime start feel withdraw symptom get severe .
file371.txt.txt,"Abidal caused me to become constipated.  Once I stopped the drug, all was well again.
",15,Yes,['abidal'],No,[],No,[],"abidal cause become constipate . Once I stop drug , well ."
file1781.txt.txt,"Tried many different prescription drugs before success with this one. I am grateful- except now I don't have insurance and cannot afford to pay $385.00 for a one month's supply of 225mg. Wish there was some kind of help available and/or generic!
",42,No,[],No,[],Yes,['225mg.'],try many different prescription drug success one . I grateful- except I n't insurance afford pay $ 385.00 one month 's supply 225mg . wish kind help available and/or generic !
file1304.txt.txt,"sleeplessness, nervousness, and a feelingI can sleep past 5 am.  It's awful.
",12,No,[],Yes,['sleeplessness'],No,[],"sleeplessness , nervousness , feel sleep past 5 . It 's awful ."
file110.txt.txt,"I found this medication very helpful the only problem is the high cost
",13,No,[],No,[],No,[],I found medication helpful problem high cost
file1731.txt.txt,"I have had a huge success using Ecstapin for my depression/mood disorder. The side effects are minimal and I can tell a big difference in myself.
",26,Yes,['ecstapin'],No,[],No,[],I huge success use Ecstapin depression/mood disorder . The side effect minimal I tell big difference .
file1866.txt.txt,"This medication seems to work satisfactorily, but I've experienced many nightmares and I think it is the cause.
",18,No,[],Yes,['nightmares'],No,[],"This medication seem work satisfactorily , I 've experienced many nightmare I think cause ."
file1702.txt.txt,"helps  with my depression if i miss a pill i am scattered and unable to function
",16,No,[],No,[],No,[],help depression miss pill scatter unable function
file1159.txt.txt,"After reading several of the posts I guess I am just lucky.  I was on 30 mg for several months and recently went up to 60.  This has been working good for me, unlike others I have been on and I have not gotten any of the side effects that have been mentioned.  I am very happy with the results, as is my family.
",64,No,[],No,[],Yes,['30 mg'],"After reading several post I guess I lucky . I 30 mg several month recently go 60 . This work good , unlike others I I gotten side effect mention . I happy result , family ."
file1675.txt.txt,"I get major depression and anxiety. The Ecstapin really have helped me alot. I am very happy how the drug work for me. I will never get off of the drug.
",31,Yes,['ecstapin'],No,[],No,[],I get major depression anxiety . The Ecstapin really help clot . I happy drug work . I never get drug .
file1661.txt.txt,"AFTER BEING ON MORE THAN 25 DRUGS THIS ONE WORKED FOR ME. I WOULD RECOMMEND YOU AT LEAST GIVE IT A TRY.
",22,No,[],No,[],No,[],ATE EIN ON MRE AN 25 RGS THIS ONE WORK FOR ME . I OLD RECOMMEND YOU AT EAST GIVE IT A TR .
file224.txt.txt,"My 10 year old son takes this along with 20 mg Elevex daily and it has made a world of difference. His anger episodes occur less and it seems to counteract with the Elevex for his depression.
",37,Yes,['elevex'],No,[],Yes,['20 mg'],My 10 year old son take along 20 mg clever daily make world difference . His anger episode occur less seem counteract clever depression .
file178.txt.txt,"I've been on Elevex 20 mg for almost twenty years with only good results except for a sharp decrease in sex drive. My dr. added 2.5 mg PREXIFAN and within weeks I was able to have very good orgasms as well as feeling happier and calmer overall.Sadly, I wasalso starving 24/7 and so have stopped taking it after a ten lb. weight gain. I will really miss it :(
",69,Yes,"['elevex', 'prexifan']",Yes,['weight gain'],Yes,"['20 mg', '2.5 mg']","I 've clever 20 mg almost twenty year good result except sharp decrease sex drive . My dr. add 2.5 mg PREXIFAN within week I able good orgasm well feel happier calmer overall.badly , I nasal starve 24/7 stop take ten lb . weight gain . I really miss : ("
file1713.txt.txt,"Worked great for depression, OCD and mood swings. Had to get off because of vivid dreams, kicking, talking/yelling in my  sleep. My husband had given up trying to sleep with me. Very hard to get off because of withdraw effects(brain zaps nausea etc)
",43,No,[],Yes,['nausea'],No,[],"work great depression , OCD mood swing . Had get vivid dream , kick , talking/yelling sleep . My husband give try sleep . Very hard get withdraw effect ( brain zap nausea etc )"
file438.txt.txt,"I have been on been on every SSRI.  Abidal is th only medicine that has helped me with my depression.
",20,Yes,['abidal'],No,[],No,[],I every SSRI . abidal th medicine help depression .
file1442.txt.txt,"For 10 years, I took Ecstapin (300mg) for for a major depression and recently started to come off them. It's not because I no longer suffer from Depression but because it affected my sex life and Stopped me from feeling anything, good or bad. It's now 2.5 weeks that I have been off the medication and the side effects have been extremely difficult. I suffer from Migraine's but since stop taking the medication, I get one every night combine with the shakes, chills and nausea. Sleep is difficult as I have cold sweats at night and sometimes wake up shivering out of control. I find myself having to take sleeping medication so I can sleep the entire night. I do not know how long these side effect last but I hope the disappear. I hope this help anyone thinking of stop taking this medication...you are not alone, these side effects are real and happen to more people...I thought I was a lone until I read some of the reviews.
",169,Yes,['ecstapin'],Yes,"['chills', 'nausea', 'sweats']",Yes,['300mg'],"For 10 year , I take Ecstapin ( 300mg ) major depression recently start come . It 's I longer suffer Depression affected sex life stop feel anything , good bad . It 's 2.5 week I medication side effect extremely difficult . I suffer migraine 's since stop take medication , I get one every night combine shake , chill nausea . Sleep difficult I cold sweat night sometimes wake shiver control . I find take sleep medication I sleep entire night . I know long side effect last I hope disappear . I hope help anyone think stop take medication ... alone , side effect real happen people ... I thought I lone I read review ."
file1149.txt.txt,"After reading somone elses post, I thought I should also post. I too dealt with the staff infection boil things on my body for almost a year! It was terrible and very painful. Be very cautious on this medication and report all things to your doctor.
",46,No,[],No,[],No,[],"After reading someone el post , I thought I also post . I dealt staff infection boil thing body almost year ! It terrible painful . Be cautious medication report thing doctor ."
file132.txt.txt,"I have been on almost every anti-depressive and anti-anxiety medication made in the last 20 years! For all of you who are on SUSTIFY - you all need your heads re-examined! Prexifan is not the problem. My doctor had me on Sustify for about one month, and I thought I was going to either put my fist through the wall or someone's face. I was so angry, frustrated, and deeply depressed. My doctor said it was the Sustify and he even said this medicine should be taken off the market! He put me on Prexifan with Elevex and MERIFLEX, and I have already noticed a difference after one week. Sustify will make you crazy!
",114,Yes,"['elevex', 'meriflex', 'prexifan', 'sustify']",No,[],No,[],"I almost every anti-depressive anti-anxiety medication make last 20 year ! For SUSTIFY - need head re-examined ! Prexifan problem . My doctor justify one month , I thought I go either put fist wall someone 's face . I angry , frustrate , deeply depressed . My doctor say justify even say medicine take market ! He put Prexifan clever MERIFLEX , I already notice difference one week . justify make crazy !"
file1499.txt.txt,"I was on 300 mg of Ecstapin for a year after taking Cenerol and Escalan in the past. It initially helped and I did not experience any of  zapping  side effects others have described. I also didn't notice any stomach/bowel difficulties that my brother who is also on it suffered if he missed a dose. However, I found myself turning into a zombie and went off cold turkey - very big mistake. My doctor was able to eventually wean me off of it over a 3 week period of time and am doing much better on Exulactin.
",97,Yes,"['cenerol', 'ecstapin', 'escalan', 'exulactin']",No,[],Yes,['300 mg'],"I 300 mg Ecstapin year take general escalan past . It initially help I experience zap side effect others described . I also n't notice stomach/bowel difficulty brother also suffer miss dose . However , I found turn zombie go cold turkey - big mistake . My doctor able eventually wean 3 week period time much well Exulactin ."
file1121.txt.txt,"After trying many other depression medications, I have experience a greater benefit from Abidal than any of the other meds.  As the manufacter suggests, Abidal not only relieves my depression (suicidal thoughts included) and physical pain that is associated with my depression and anxiety.
",44,Yes,['abidal'],No,[],No,[],"After try many depression medication , I experience great benefit abidal med . As manufactor suggests , abidal relief depression ( suicidal thought include ) physical pain associate depression anxiety ."
file188.txt.txt,"Prexifan has brought back my positive outlook, relaxed view of life, rather than my pessimistic heredity tendency.DOWNSIDE: chronic insomnia until I lessened my dosage..HUGE weight gain but might be my bad habits as have lost my job--searching for employment for several months--ugh.  Needed Prexifan after Escalan was much less effective for me to combat PTSD.
",55,Yes,"['escalan', 'prexifan']",Yes,"['insomnia', 'weight gain']",No,[],"Prexifan brought back positive outlook , relaxed view life , rather pessimistic heredity tendency.DOWNSIDE : chronic insomnia I lessen dosage..HUGE weight gain might bad habit lose job -- search employment several month -- ugh . need Prexifan escalan much less effective combat PTSD ."
file250.txt.txt,"i just started treament
",4,No,[],No,[],No,[],start treatment
file1194.txt.txt,"I have been on the 60mg for about 4 months now and i was getting very mean and i really wanted to hurt my b/f cause of what he was saying to me as well..hurting me with his mouth mental abusing me as well..i now think i have to go back down to 40 mg from 60 mg..does this medicine make you gain weight after they put me on the 60 mg i was gaining weight please let meknow it does work but i think 60 is to much for me..
",91,No,[],Yes,['weight gain'],Yes,"['60mg', '40 mg', '60 mg.', '60 mg']",I 60mg 4 month get mean really want hurt b/f cause say well..hurting mouth mental abuse well..i think go back 40 mg 60 mg..does medicine make gain weight put 60 mg gain weight please let menow work think 60 much me..
file1788.txt.txt,"HELP FOR STEPPING DOWN SIDE EFFECTS - Ecstapin was beneficial, however the weaning process, was equally difficult.  My main side effect was what I called  brain shivers,  like little shockwaves or bursts of static felt throughout the body.  I later found out this was not uncommon.  I found that the use of a dry sauna and increased water intake helped enormously!!
",61,Yes,['ecstapin'],No,[],No,[],"ELP FOR STEPPING DON SIDE EFFECTS - Ecstapin beneficial , however wean process , equally difficult . My main side effect I call brain shiver , like little shockwave burst static felt throughout body . I later found uncommon . I found use dry sauna increase water intake help enormously ! !"
file1786.txt.txt,"As far as controling my depression it has worked great. Unfortunally I let my prescription run out and did not have for 3 days and by the second day it felt like electic pingpong ball was zapping around in my head. I DON''T run out anymore. My friend had her doctor ween her off her this drug.
",57,No,[],No,[],No,[],As far control depression work great . Unfortunately I let prescription run 3 day second day felt like electic singsong ball zap around head . I DON '' T run anymore . My friend doctor ween drug .
file461.txt.txt,"I've been on Abidal (60mg) for about a year, and in the beginning, I was very pleased with the results.  It improved my mood, and gave me a general positive feeling.  HOWEVER - I tend to build up immunities to drugs, etc, and I basically back to my old self - suicidal thoughts, boughts with deep depression, etc etc etc.  I hope to be upped in dosage to 120mg or put on something completely different.  I've also gained quite a bit of weight - but that is related to my overeating complex too.  As far as side effects - nothing that I can tell.  The withdrawals are horrible though.  If I am off the drug for at least a day and half, I start to feel dizziness, I have concentration issues, and feel the brain zaps.  I highly recommend weening yourself if you come of this drug, as the seratonine withdrawals are awful.
",153,Yes,['abidal'],Yes,"['dizziness', 'weight gain']",Yes,"['60mg', '120mg']","I 've abidal ( 60mg ) year , begin , I pleased result . It improve mood , give general positive feel . HOWEVER - I tend build immunity drug , etc , I basically back old self - suicidal thought , boughts deep depression , etc etc etc . I hope upped dosage 120mg put something completely different . I 've also gain quite bit weight - related overeat complex . As far side effect - nothing I tell . The withdrawal horrible though . If I drug least day half , I start feel dizziness , I concentration issue , feel brain zap . I highly recommend weening come drug , serotonin withdrawal awful ."
file1750.txt.txt,"I was on Ecstapin 225mg for a coupl years, and I had a great experience. After trying a couple other medications to treat my depression and slight anxiety, Ecstapin worked wonders. However, I have since been weaned off of it in the past few months (trying to get pregnant), and I have found that, while my depression has lessened, my anxiety and irritablity has gown through the roof. It is far worse than it was before I was put on the effoexor in the first place. I am now taking Perinol for my anxiety because it may be a little safer for pregnancy, but I am still incredibly high strung. I plan to get back on it after my pregnancy. While I would recommend Ecstapin to others who suffer from depression, just beware of potential side effects if you ever have to taperoff of the medication.
",146,Yes,"['ecstapin', 'perinol']",No,[],Yes,['225mg'],"I Ecstapin 225mg couple year , I great experience . After try couple medication treat depression slight anxiety , Ecstapin work wonder . However , I since wean past month ( try get pregnant ) , I found , depression lessen , anxiety irritability gown roof . It far bad I put effoexor first place . I take Period anxiety may little safer pregnancy , I still incredibly high strung . I plan get back pregnancy . While I would recommend Ecstapin others suffer depression , beware potential side effect ever takeoff medication ."
file340.txt.txt,"Been on anti-depressants for 8 years.  Started with elevex and Exulactin.  Helped for a few years and then didn't.  Tried Sustify with Deplin for a  year and I was still depressed.  Slept a lot!  Started Abidal 2 months ago and I feel normal for the first time in 15 years!  I really hope this lasts and I don't develop an intolerance.  Oh, taking Deplin with it.  I have a lot of energy and can handle stressful stuff.  I laugh again!
",80,Yes,"['abidal', 'elevex', 'exulactin', 'sustify']",No,[],No,[],"Been anti-depressants 8 year . start eleven Exulactin . help year n't . try justify Devlin year I still depressed . slept lot ! start abidal 2 month ago I feel normal first time 15 year ! I really hope last I n't develop intolerance . Oh , take Devlin . I lot energy handle stressful stuff . I laugh !"
file145.txt.txt,"the bad: made anxiety worse, felt sick all day which sucks, blurred vision and kept me up at night. still had sever mood swingsthe good: helped mood a little, thats about it.
",32,No,[],Yes,['blurred vision'],No,[],"bad : make anxiety bad , felt sick day suck , blur vision kept night . still sever mood swingsthe good : help mood little , thats ."
file1324.txt.txt,"I have been taking for about 2 months but in the last few days symptoms are back.  I think I need to ask for an increase.  Am currently at 60mg.
",30,No,[],No,[],Yes,['60mg.'],I take 2 month last day symptom back . I think I need ask increase . Am currently 60mg .
file1890.txt.txt,"This medication helped my depression tremendously, but there is definitely withdrawl symptoms even after only missing one dose.  Severe dizziness, heart flutters, feelings of passing out brain zaps. Within an hour of taking the next dose, the symptoms stop but it is very scary. I found a website where other users state they have all had withdrawl symptoms also.  I do wish my doctor would have advised me of this prior to my using this medication. The information from the pharmacy does not say anything either. I have tried other brands that also helped my depression and not had these symptoms.
",101,No,[],Yes,['dizziness'],No,[],"This medication help depression tremendously , definitely withdrawn symptom even miss one dose . Severe dizziness , heart flutter , feeling passing brain zap . Within hour take next dose , symptom stop scary . I found website user state withdrawn symptom also . I wish doctor would advise prior use medication . The information pharmacy say anything either . I try brand also help depression symptom ."
file1939.txt.txt,"I got this drug when my mom died  and i could not even get out of the bed. I felt so heavly sedated. I was not happy with it at all and quit!
",33,No,[],No,[],No,[],I get drug mom die could even get bed . I felt heavy sedate . I happy quit !
file1440.txt.txt,"I quit smoking in 2001 and started taking Promican at that time. After about 4 years, I opted for anotber due to the horrific weight gain. My Dr. recommended Ecstapin CR. I started at 35 mg and went to 75 shortly afterwards which I was happy with. In January 2009, I opted to see if I was able to do without the meds. I slowly reduced my dosage from 75 to 35 over 5 months. By my sixth month, I was 100% antidepressant free. My withdrawal symptoms by weaning myself off slowly were minimal, but due to the high stress of my job and my minds tendency to make things much, much bigger and dramatic than what they really are I decided, along with my Dr.'s recommendation, to return to taking Ecstapin CR. The side affects such as sexual, weight gain, forgetfulness are minimual in comparison to being without it....at least at this time in my life. Maybe some day. Just not right now.
",164,Yes,"['ecstapin', 'promican']",Yes,['weight gain'],Yes,['35 mg'],"I quit smoking 2001 start take Promin time . After 4 year , I opt another due horrific weight gain . My Dr. recommend Ecstapin CR . I start 35 mg go 75 shortly afterwards I happy . In January 2009 , I opt see I able without med . I slowly reduce dosage 75 35 5 month . By sixth month , I 100 % antidepressant free . My withdrawal symptom wean slowly minimal , due high stress job mind tendency make thing much , much big dramatic really I decide , along Dr. 's recommendation , return take Ecstapin CR . The side affect sexual , weight gain , forgetfulness minimal comparison without ... .at least time life . maybe day . Just right ."
file1268.txt.txt,"Difficult to use due to the nausea this drug caused me to expirience.  It was so severe I had to stop taking it.  It helped with my depression, but I felt sick all the time and the sweating and sleepless nights put me over the edge.
",46,No,[],Yes,"['nausea', 'sweating']",No,[],"difficult use due nausea drug cause experience . It severe I stop take . It help depression , I felt sick time sweat sleepless night put edge ."
file300.txt.txt,"Caused feelings toward certain people to have the ability to KILL WITHOUT REMORSE.  Thank Goodness I recognised these thoughts as inappropriate and discontinued the drug.Exulactin and Promican work best for me.  I have tried many.
",35,Yes,"['exulactin', 'promican']",No,[],No,[],cause feeling toward certain people ability KI WITHOUT REMORSE . Thank goodness I recognise thought inappropriate discontinue drug.Exulactin Promin work best . I try many .
file1811.txt.txt,"I've been taking Ecstapin for several years. It has dramaticly changed my life. I had extreme depression until I started taking this medication. Now my depression is managable and I am doing much better. The only draw back to this medication is severe withdrawal symptoms if I miss a dose.
",50,Yes,['ecstapin'],No,[],No,[],I 've take Ecstapin several year . It dramaticle change life . I extreme depression I start take medication . Now depression manageable I much well . The draw back medication severe withdrawal symptom I miss dose .
file1868.txt.txt,"WEIGHT GAIN!!!  Anyone else?  I am going crazy.  I gained 50 pounds in a really short time period once I started taking this.  I took myself off back in 09/2008 because of this.  Withdrawal symptoms EVER!!!  PLEASE let me know if the weight gain has been an issue for anyone else and HOW LONG does it take to lose it.  I have tried everything and my weight just hovers at 173.  Please let me know.  I have also experienced 5 episodes of major muscle spasms.  Will THIS stop????   It is scaring me!
",92,No,[],Yes,"['spasm', 'weight gain']",No,[],EIGHT GIN ! ! ! anyone else ? I go crazy . I gain 50 pound really short time period I start take . I take back 09/2008 . Withdrawal symptom EVE ! ! ! LEAS let know weight gain issue anyone else HOW LNG take lose . I try everything weight hovers 173 . Please let know . I also experienced 5 episode major muscle spasm . Will THIS stop ? ? ? ? It scar !
file209.txt.txt,"I take this with abidal, it is absolutely the best. When combined with abidal it has drastically helped my outlook on things. Im positive and dont obsesse over negative circumstances. I feel like its a miracle drug. In the past my energy was low and now I can do everything I want. As a result I have more confidence in myself. My family can see the difference. Its Great
",69,Yes,['abidal'],No,[],No,[],"I take abidal , absolutely best . When combine abidal drastically help outlook thing . Im positive dont ob negative circumstance . I feel like miracle drug . In past energy low I everything I want . As result I confidence . My family see difference . Its Great"
file1722.txt.txt,"I have decided to stop taking Ecstapin. It has only been a month, however I have been eating like a pig, very drowsy, very irritable and I cant seem to get rid of this headache. I have been weaning myself off the Ecstapin for a few days now. The only thing that I have experienced so far is pain behind my eyes. Weird! I will begin Exulactin next month. I hope this one helps me!
",75,Yes,"['ecstapin', 'exulactin']",Yes,"['headache', 'irritable']",No,[],"I decide stop take Ecstapin . It month , however I eat like pig , drowsy , irritable I cant seem get rid headache . I wean Ecstapin day . The thing I experienced far pain behind eye . weird ! I begin Exulactin next month . I hope one help !"
file1017.txt.txt,"I spent a fair amount of time reding the reviews.  I have come to the conclusion that many of these histrionic ppl, especially the Fibromyalgia ppl, have a co-current personality disorder.  I would bet they prefer to jump back to narcotics to get high, instead of  better .  Abidal does have initial SE, but has been quite positive for me.
",60,Yes,['abidal'],Yes,['personality disorder'],No,[],"I spent fair amount time rede review . I come conclusion many histrionic ppl , especially Fibromyalgia ppl , co-current personality disorder . I would bet prefer jump back narcotic get high , instead well . abidal initial SE , quite positive ."
file1443.txt.txt,"I was on ecstapin for about 5 years for depression. I was not warned of the terrible side effects including a very weird sensation in my brain that felt like it was tremmoring, along with the shakes and chills if I missed even 1 day of the medication. Weening myself off of it was even worse, with those side effects amplified times ten. I also developed a severe anxiety disorder after coming off it 2 years ago that I have been struggling with ever since. Ecstapin's website says it is perfectly safe and not addictive. THIS IS A LIE. I regret ever taking Ecstapin, and I wish I did more research before taking it.
",114,Yes,['ecstapin'],Yes,['chills'],No,[],"I ecstatic 5 year depression . I warn terrible side effect include weird sensation brain felt like tremor , along shake chill I miss even 1 day medication . teening even bad , side effect amplify time ten . I also developed severe anxiety disorder come 2 year ago I struggle ever since . Ecstapin 's website say perfectly safe addictive . THIS IS A LE . I regret ever take Ecstapin , I wish I research take ."
file1173.txt.txt,"This medicine has made me kinda numb to the world. But at the time i started it i needed that.  The only problem i've really had is night sweats.  I soak my bed about every night.  But i still belive this medicine has been the best for my depression and anxiety.  It has also helped with my panic attacks.
",59,No,[],Yes,['sweats'],No,[],This medicine make kinda numb world . But time start need . The problem 've really night sweat . I soak bed every night . But still belive medicine best depression anxiety . It also help panic attack .
file504.txt.txt,"MEN! DO NOT TKKE THIS DRUG IF YOU ARE SEXUALLY ACTIVE! YOUR DEPRESSION WILL ONLY GET WORSE WHEN YOU ARE UNABLE TO MAINTAIN AN ERECTION. AFTER I STOPPED TAKING THIS DRUG, MY ABILITY TO MAITAIL AN ERECTION AS WELL AS MY SEX DRIVE RETURNRED TO NORMAL. Withdrawals from this drug are torture so, work with your dr. to wean youself off of this crappy drug.
",65,No,[],No,[],No,[],"MEN ! DO NOT KKt THIS DRG IF YOU ARE SEXUALLY ACTIVE ! YOU DEPRESSION WILL ON ET RSE WbN YOU ARE UNABLE TO MAINTAIN AN ERECTION . ATE I STOPPED TAKING THIS DRG , MY ABILITY TO MAITAIL AN ERECTION AS WELL AS MY SEX DRI RETURNRED TO NORML . withdrawal drug torture , work dr. wean crappy drug ."
file1653.txt.txt,"I have been satisfied with my experience.
",7,No,[],No,[],No,[],I satisfied experience .
file356.txt.txt,"I have been very satisfied with the use of my meds. It has made great changes in the way I veiw things, sleep, and can handle things. It also has helped with my overall  pain in my legs and back..
",40,No,[],Yes,['back pain'],No,[],"I satisfied use med . It make great change way I view thing , sleep , handle thing . It also help overall pain leg back.."
file1257.txt.txt,"Well, It's helped with my depression during the day.  At night, I get Really weepy.  While I was reading the Reviews, I was that Some people have lost all interest in Sex while on this; This has happened to me too.  However, I've only been on it for 3 weeks so far, so maybe it just needs to get regulated into my system or something.  But It does help during the day.  The 1st week, I felt like a Zombie, but that went away.  Abidal has also eliminated my appitite, I don't even think about food anymore.  Myhusband has to remind me to eat.  Another good thing that I have not had is it doesn't lock my jaw like Escalan and Ecstapin CR did.  All and all That's all I can think of to say about this medication and the effects it has on me.  I hope I helped.
",149,Yes,"['abidal', 'ecstapin', 'escalan']",No,[],No,[],"Well , It 's help depression day . At night , I get Really weepy . While I reading review , I Some people lose interest See ; This happen . However , I 've 3 week far , maybe need get regulate system something . But It help day . The 1st week , I felt like zombie , go away . abidal also eliminate appetite , I n't even think food anymore . husband remind eat . Another good thing I n't lock jaw like escalan Ecstapin CR . All That 's I think say medication effect . I hope I help ."
file1241.txt.txt,"I took Abidal for depression and pain and it kept me sleeping all day and made my depression worse.  It did however help with pain of fibromyalgia but my Dr. said it was the worst drug for me to be on for that.  Sleeping all day, how could I feel any pain anyway.  good luck to all of those who it is helping...
",63,Yes,['abidal'],No,[],No,[],"I take abidal depression pain kept sleep day make depression bad . It however help pain fibromyalgia Dr. say bad drug . sleep day , could I feel pain anyway . good luck help ..."
file481.txt.txt,"I first started off with cenerol but it gave me sexual side effects. Then i tried Exulactin but i just felt weird. Finally i tried abidal and i can say i had no side effects besides sleepiness for the first 2 days. My doctor started me off with 30 for about 6 weeks and then i started the 60. I can really say i am such a different person now then i was six months ago. All i can say is all antideprassants will react differently to different people and its just a matter of finding one that works for you!
",101,Yes,"['abidal', 'cenerol', 'exulactin']",No,[],No,[],I first start general give sexual side effect . Then try Exulactin felt weird . finally try abidal say side effect besides sleepiness first 2 day . My doctor start 30 6 week start 60 . I really say different person six month ago . All say antidepressant react differently different people matter find one work !
